mapsize,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
mapdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15
26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31
42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,58,44,42,43,44,42,43,44,42,43,44
10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,58,15,10,11,12,13,14,15
26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31
42,43,44,42,43,44,42,43,44,58,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44
10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15
26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31
42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44
10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15
26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31
42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,58,42,43,44,42,43,44
10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15
26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,58
42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44
10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15
26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,58,26,27,28,29,30,31,26,27,28,29,30,31
42,43,44,42,43,44,42,43,44,58,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,58
10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15
26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,58,31,58,27,28,29,30,31
42,43,44,42,43,44,42,43,58,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44
10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15
26,27,28,29,30,31,26,27,28,29,30,31,58,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31
42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,58,42,43,44,42,43,44,42,43,44,42,43,44
10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,58,13,14,15
26,27,28,29,30,31,26,27,58,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31
42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,58,42,43,44,42,43,44,42,43,44,42,43,44
10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,12,13,14,15,10,11,58,13,14,15
26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31,26,27,28,29,30,31
42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,43,44,42,58,44,42,43,44,42,43,44
